レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-18大　村ニッカン・コム杯3R,1,4352,6.81,曇り ,北,3,2,6,下條雄太,34,長崎,51,A1,6.95,52.71,7.43,56.97,29.79,43.14
2020-09-18大　村ニッカン・コム杯3R,2,4574,6.86,曇り ,北,3,2,5,東　潤樹,32,広島,51,B1,5.33,31.07,5.8,40.0,34.78,22.92
2020-09-18大　村ニッカン・コム杯3R,3,4107,6.9,曇り ,北,3,2,2,吉村茂樹,40,群馬,64,B1,3.52,15.09,5.0,40.0,33.33,15.91
2020-09-18大　村ニッカン・コム杯3R,4,3878,6.86,曇り ,北,3,2,4,胡本悟志,43,山口,51,B1,4.64,27.78,3.75,12.5,42.55,19.57
2020-09-18大　村ニッカン・コム杯3R,5,4485,6.86,曇り ,北,3,2,1,楠原正剛,34,福岡,57,A2,5.53,34.21,5.5,41.67,27.27,21.62
2020-09-18大　村ニッカン・コム杯3R,6,4171,6.91,曇り ,北,3,2,3,榎　幸司,38,長崎,51,A2,6.58,48.48,7.07,56.64,10.26,28.89
2020-09-18大　村ニッカン・コム杯4R,1,4273,6.83,曇り ,北,3,2,1,佐藤　旭,38,静岡,52,B1,5.05,29.59,4.43,17.86,25.0,54.72
2020-09-18大　村ニッカン・コム杯4R,2,3779,6.87,曇り ,北,3,2,2,原田幸哉,44,長崎,52,A1,6.69,43.75,8.15,70.29,27.66,32.08
2020-09-18大　村ニッカン・コム杯4R,3,4260,6.88,曇り ,北,3,2,3,中越博紀,36,香川,55,A1,5.75,38.52,6.76,38.1,53.33,25.0
2020-09-18大　村ニッカン・コム杯4R,4,4383,6.9,曇り ,北,3,2,4,竹田吉行,35,徳島,51,B1,5.34,31.03,6.17,50.0,18.42,33.33
2020-09-18大　村ニッカン・コム杯4R,5,4441,6.86,曇り ,北,3,2,6,末永由楽,34,岡山,51,A1,6.08,41.98,5.74,35.48,35.09,38.3
2020-09-18大　村ニッカン・コム杯5R,1,4089,6.94,曇り ,北,3,2,1,妹尾忠幸,40,岡山,54,A2,5.95,35.79,6.38,37.5,19.44,29.79
2020-09-18大　村ニッカン・コム杯5R,2,4207,6.89,曇り ,北,3,2,3,松下一也,37,静岡,53,A2,6.59,55.24,5.64,33.33,36.0,42.22
2020-09-18大　村ニッカン・コム杯5R,3,4695,6.93,曇り ,北,3,2,4,尾崎雄二,34,長崎,52,B1,4.24,20.41,5.08,34.29,45.1,19.05
2020-09-18大　村ニッカン・コム杯5R,4,4094,6.9,曇り ,北,3,2,2,中島真二,39,福岡,51,B1,4.52,17.53,4.77,26.92,11.63,44.68
2020-09-18大　村ニッカン・コム杯5R,5,3290,6.95,曇り ,北,3,2,5,倉谷和信,56,大阪,53,A1,6.41,50.0,6.9,60.0,20.0,34.09
2020-09-18大　村ニッカン・コム杯5R,6,4580,6.9,曇り ,北,3,2,6,長谷川雅,31,岡山,50,A1,6.24,38.46,6.26,43.86,27.91,27.78
2020-09-18大　村ニッカン・コム杯6R,1,3708,6.87,曇り ,北,2,1,1,岡部貴司,46,岡山,55,A2,5.28,28.97,5.75,36.36,28.85,30.61
2020-09-18大　村ニッカン・コム杯6R,2,4241,6.92,曇り ,北,2,1,3,大串重幸,35,長崎,52,B1,4.69,26.8,5.46,36.99,56.1,41.86
2020-09-18大　村ニッカン・コム杯6R,3,3663,6.9,曇り ,北,2,1,4,木山和幸,50,広島,50,B1,4.95,25.89,4.75,25.0,18.6,40.82
2020-09-18大　村ニッカン・コム杯6R,4,4052,6.88,曇り ,北,2,1,2,興津　藍,39,徳島,49,A1,7.97,64.41,7.77,65.38,41.18,24.53
2020-09-18大　村ニッカン・コム杯6R,5,4677,6.88,曇り ,北,2,1,5,片橋幸貴,32,滋賀,54,A2,5.78,41.12,5.78,33.33,20.0,38.0
2020-09-18大　村ニッカン・コム杯6R,6,3604,6.87,曇り ,北,2,1,6,武藤綾子,49,福岡,48,B1,4.88,21.98,5.11,25.53,42.86,13.51
2020-09-18大　村ニッカン・コム杯7R,1,4299,6.9,曇り ,北,3,2,5,中島浩哉,37,長崎,57,B1,4.79,27.1,5.16,34.15,31.48,25.81
2020-09-18大　村ニッカン・コム杯7R,2,4892,6.88,曇り ,北,3,2,2,柴田直哉,30,福岡,50,B1,4.74,22.35,3.2,13.33,29.82,33.96
2020-09-18大　村ニッカン・コム杯7R,3,4120,6.88,曇り ,北,3,2,4,柘植政浩,39,滋賀,52,A2,5.47,37.19,6.86,50.0,27.27,45.45
2020-09-18大　村ニッカン・コム杯7R,4,4171,6.88,曇り ,北,3,2,1,榎　幸司,38,長崎,51,A2,6.58,48.48,7.07,56.64,10.26,28.89
2020-09-18大　村ニッカン・コム杯7R,5,5052,6.86,曇り ,北,3,2,6,赤井星璃,25,大阪,50,B2,1.79,0.0,1.53,0.0,38.64,33.33
2020-09-18大　村ニッカン・コム杯8R,1,4324,6.87,曇り ,北,2,1,1,海野康志,32,山口,61,A1,6.23,39.66,7.0,51.35,20.51,38.64
2020-09-18大　村ニッカン・コム杯8R,2,4292,6.86,曇り ,北,2,1,6,麻生慎介,35,広島,49,A2,5.32,32.95,5.63,45.71,41.82,28.89
2020-09-18大　村ニッカン・コム杯8R,3,4441,6.84,曇り ,北,2,1,2,末永由楽,34,岡山,51,A1,6.08,41.98,5.74,35.48,35.09,38.3
2020-09-18大　村ニッカン・コム杯8R,4,4207,6.87,曇り ,北,2,1,5,松下一也,37,静岡,53,A2,6.59,55.24,5.64,33.33,36.0,42.22
2020-09-18大　村ニッカン・コム杯8R,5,4034,6.85,曇り ,北,2,1,4,西原明生,41,香川,54,B1,4.74,27.08,3.17,17.24,34.62,39.22
2020-09-18大　村ニッカン・コム杯8R,6,4373,6.83,曇り ,北,2,1,3,若狭奈美,32,岡山,46,A2,5.45,26.83,5.17,31.71,23.91,41.18
2020-09-18大　村ニッカン・コム杯9R,1,4260,6.9,曇り ,北,1,1,1,中越博紀,36,香川,55,A1,5.75,38.52,6.76,38.1,53.33,25.0
2020-09-18大　村ニッカン・コム杯9R,2,4352,6.85,曇り ,北,1,1,4,下條雄太,34,長崎,51,A1,6.95,52.71,7.43,56.97,29.79,43.14
2020-09-18大　村ニッカン・コム杯9R,3,3872,6.94,曇り ,北,1,1,3,岡田憲行,44,大阪,53,A1,6.38,48.0,6.35,55.0,30.43,48.94
2020-09-18大　村ニッカン・コム杯9R,4,3746,6.83,曇り ,北,1,1,6,岡瀬正人,45,岡山,52,A2,6.02,40.54,6.2,44.44,36.96,36.36
2020-09-18大　村ニッカン・コム杯9R,5,4695,6.89,曇り ,北,1,1,2,尾崎雄二,34,長崎,52,B1,4.24,20.41,5.08,34.29,45.1,19.05
2020-09-18大　村ニッカン・コム杯9R,6,3663,6.93,曇り ,北,1,1,5,木山和幸,50,広島,50,B1,4.95,25.89,4.75,25.0,18.6,40.82
2020-09-18大　村ニッカン・コム杯10R,1,4362,6.81,曇り ,北,1,1,1,土屋智則,35,群馬,50,A1,6.73,50.37,6.87,50.91,13.64,23.91
2020-09-18大　村ニッカン・コム杯10R,2,4094,6.91,曇り ,北,1,1,5,中島真二,39,福岡,51,B1,4.52,17.53,4.77,26.92,11.63,44.68
2020-09-18大　村ニッカン・コム杯10R,3,4052,6.88,曇り ,北,1,1,4,興津　藍,39,徳島,49,A1,7.97,64.41,7.77,65.38,41.18,24.53
2020-09-18大　村ニッカン・コム杯10R,4,4580,6.88,曇り ,北,1,1,3,長谷川雅,31,岡山,50,A1,6.24,38.46,6.26,43.86,27.91,27.78
2020-09-18大　村ニッカン・コム杯10R,5,4006,6.89,曇り ,北,1,1,6,小野勇作,42,佐賀,50,A1,6.1,45.35,5.84,39.53,33.33,10.0
2020-09-18大　村ニッカン・コム杯10R,6,4485,6.92,曇り ,北,1,1,2,楠原正剛,34,福岡,57,A2,5.53,34.21,5.5,41.67,27.27,21.62
2020-09-18大　村ニッカン・コム杯11R,1,3779,6.83,曇り ,北,1,1,1,原田幸哉,44,長崎,52,A1,6.69,43.75,8.15,70.29,27.66,32.08
2020-09-18大　村ニッカン・コム杯11R,2,3070,6.86,曇り ,北,1,1,2,山室展弘,59,岡山,50,A2,5.54,42.68,6.13,44.23,36.36,25.0
2020-09-18大　村ニッカン・コム杯11R,3,4089,6.86,曇り ,北,1,1,3,妹尾忠幸,40,岡山,54,A2,5.95,35.79,6.38,37.5,19.44,29.79
2020-09-18大　村ニッカン・コム杯11R,4,3708,6.92,曇り ,北,1,1,5,岡部貴司,46,岡山,55,A2,5.28,28.97,5.75,36.36,28.85,30.61
2020-09-18大　村ニッカン・コム杯11R,5,4724,6.85,曇り ,北,1,1,4,吉田祐貴,34,佐賀,51,B1,4.65,25.53,3.64,14.29,35.71,17.65
2020-09-18大　村ニッカン・コム杯11R,6,4677,6.88,曇り ,北,1,1,6,片橋幸貴,32,滋賀,54,A2,5.78,41.12,5.78,33.33,20.0,38.0
2020-09-18大　村ニッカン・コム杯12R,1,3435,6.89,曇り ,北,2,1,1,寺田千恵,51,岡山,46,A1,6.2,45.71,7.53,60.0,48.89,25.93
2020-09-18大　村ニッカン・コム杯12R,2,4373,6.86,曇り ,北,2,1,5,若狭奈美,32,岡山,46,A2,5.45,26.83,5.17,31.71,23.91,41.18
2020-09-18大　村ニッカン・コム杯12R,3,4884,6.9,曇り ,北,2,1,6,勝浦真帆,24,岡山,47,B1,5.02,33.33,4.91,26.09,13.89,16.22
2020-09-18大　村ニッカン・コム杯12R,4,3289,6.9,曇り ,北,2,1,4,高橋淳美,57,大阪,47,B1,4.78,34.57,3.81,19.05,39.58,34.0
2020-09-18大　村ニッカン・コム杯12R,5,3604,6.87,曇り ,北,2,1,2,武藤綾子,49,福岡,48,B1,4.88,21.98,5.11,25.53,42.86,13.51
2020-09-18大　村ニッカン・コム杯12R,6,4841,6.95,曇り ,北,2,1,3,高橋悠花,28,岡山,47,B2,4.06,22.64,4.04,26.09,33.33,29.79
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ1R,1,4544,6.82,雨,北,2,2,1,松田大志,32,福岡,51,A1,7.76,67.39,7.03,57.55,21.05,23.33
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ1R,2,4669,6.86,雨,北,2,2,3,井上　茂,35,福岡,53,B1,4.49,20.78,5.89,42.11,26.67,23.91
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ1R,3,4180,6.86,雨,北,2,2,2,上野秀和,37,福岡,56,B1,3.85,16.38,5.2,32.81,30.88,38.95
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ1R,4,5071,6.8,雨,北,2,2,6,野見山拓,26,福岡,52,B2,1.98,3.28,1.88,0.0,46.48,41.24
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ1R,5,4121,6.88,雨,北,2,2,5,富永修一,38,福岡,52,B1,5.12,32.14,0.0,0.0,25.86,36.08
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ1R,6,4868,6.86,雨,北,2,2,4,松本　峻,29,福岡,52,B2,4.57,19.64,3.63,7.69,55.41,27.78
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ2R,1,3876,6.8,雨,北,2,2,1,中辻崇人,43,福岡,52,A1,6.94,57.26,7.56,61.11,26.98,34.44
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ2R,2,4566,6.84,雨,北,2,2,4,塩田北斗,32,福岡,53,A1,7.59,61.18,6.98,53.26,31.51,39.29
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ2R,3,5028,6.8,雨,北,2,2,2,原田才一,23,福岡,52,B1,5.23,36.19,3.67,15.15,40.0,16.85
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ2R,4,3928,6.96,雨,北,2,2,3,林　恵祐,44,福岡,59,B1,3.86,17.35,3.96,25.0,22.03,26.58
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ2R,5,3804,6.86,雨,北,2,2,6,中渡修作,46,福岡,51,B1,5.17,30.48,5.62,33.33,57.33,36.78
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ2R,6,4674,6.86,雨,北,2,2,5,池田剛規,33,福岡,52,B1,4.76,29.35,3.92,17.65,39.13,40.23
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ3R,1,4288,6.84,雨,北,2,2,1,永田啓二,35,福岡,52,A1,6.54,47.33,6.06,45.83,24.62,31.82
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ3R,2,4351,6.83,雨,北,2,2,3,里岡右貴,34,福岡,53,A1,6.87,55.71,6.42,51.52,48.68,37.5
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ3R,3,4789,6.83,雨,北,2,2,4,古賀智之,31,福岡,51,B1,4.65,19.23,5.0,33.33,24.59,25.29
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ3R,4,3576,6.82,雨,北,2,2,5,白水勝也,47,福岡,49,A2,6.63,52.38,7.12,57.69,22.22,38.14
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ3R,5,4727,6.91,雨,北,2,2,2,安部慎一,33,福岡,52,B1,4.04,19.63,2.5,0.0,37.1,25.58
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ3R,6,4668,6.81,雨,北,2,2,6,楠本晃嗣,35,福岡,50,B1,4.36,21.43,0.0,0.0,30.77,41.3
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ4R,1,4522,6.8,曇り ,北,2,2,1,古澤光紀,32,福岡,53,A1,7.19,60.61,7.28,57.45,23.81,35.23
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ4R,2,4301,6.83,曇り ,北,2,2,2,関　裕也,37,福岡,52,B1,5.93,41.35,5.27,37.14,50.0,36.36
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ4R,3,4697,6.78,曇り ,北,2,2,5,國弘翔平,34,福岡,48,B1,4.37,25.81,4.15,20.51,41.67,44.83
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ4R,4,4551,6.85,曇り ,北,2,2,3,三川昂暁,31,福岡,53,A1,5.7,39.05,5.69,36.26,18.33,40.63
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ4R,5,4367,6.86,曇り ,北,2,2,4,山口修路,34,福岡,51,A2,5.65,34.88,4.96,30.77,33.85,24.44
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ4R,6,5009,6.84,曇り ,北,2,2,6,大賀龍之,23,福岡,55,B1,3.1,15.0,2.47,5.88,31.88,35.56
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ5R,1,4693,6.79,曇り ,北,2,2,3,松下誉士,36,福岡,51,B1,4.14,18.18,3.43,13.51,51.56,31.76
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ5R,2,4474,6.84,曇り ,北,2,2,2,渡辺　崇,33,福岡,55,A2,5.24,34.26,4.88,32.0,37.5,38.3
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ5R,3,3564,6.77,曇り ,北,2,2,4,桑原　啓,50,福岡,53,B1,4.55,22.0,4.12,23.53,14.29,39.29
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ5R,4,5071,6.79,曇り ,北,2,2,5,野見山拓,26,福岡,52,B2,1.98,3.28,1.88,0.0,46.48,41.24
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ6R,1,4121,6.87,曇り ,北,2,2,1,富永修一,38,福岡,52,B1,5.12,32.14,0.0,0.0,25.86,36.08
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ6R,2,4136,6.85,曇り ,北,2,2,6,江夏　満,40,福岡,53,A1,6.95,48.39,7.51,58.97,33.33,45.05
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ6R,3,3876,6.79,曇り ,北,2,2,5,中辻崇人,43,福岡,52,A1,6.94,57.26,7.56,61.11,26.98,34.44
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ6R,4,4336,6.88,曇り ,北,2,2,2,松田竜馬,36,福岡,54,A2,5.48,38.13,6.0,41.27,27.12,39.29
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ6R,5,4463,6.81,曇り ,北,2,2,4,三苫晃幸,34,福岡,56,B1,5.2,36.27,4.97,30.53,41.79,44.94
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ7R,1,3702,6.83,曇り ,北,2,2,1,貞兼淳二,47,福岡,56,B1,5.05,28.97,5.29,47.06,39.73,26.14
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ7R,2,4674,6.83,曇り ,北,2,2,4,池田剛規,33,福岡,52,B1,4.76,29.35,3.92,17.65,39.13,40.23
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ7R,3,4868,6.85,曇り ,北,2,2,3,松本　峻,29,福岡,52,B2,4.57,19.64,3.63,7.69,55.41,27.78
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ7R,4,3444,6.81,曇り ,北,2,2,2,香月大介,50,福岡,52,B1,4.08,19.77,5.71,37.5,24.59,31.11
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ7R,5,5093,6.9,曇り ,北,2,2,6,浦野　海,18,福岡,55,B2,2.02,3.08,1.25,0.0,48.53,37.63
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ7R,6,4727,6.88,曇り ,北,2,2,5,安部慎一,33,福岡,52,B1,4.04,19.63,2.5,0.0,37.1,25.58
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ8R,1,4367,6.82,雨,北,2,2,1,山口修路,34,福岡,51,A2,5.65,34.88,4.96,30.77,33.85,24.44
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ8R,2,4364,6.88,雨,北,2,2,5,池永　太,35,福岡,53,A1,6.76,47.29,7.27,57.73,32.79,39.77
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ8R,3,3576,6.76,雨,北,2,2,2,白水勝也,47,福岡,49,A2,6.63,52.38,7.12,57.69,22.22,38.14
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ8R,4,4180,6.82,雨,北,2,2,6,上野秀和,37,福岡,56,B1,3.85,16.38,5.2,32.81,30.88,38.95
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ8R,5,3928,6.87,雨,北,2,2,4,林　恵祐,44,福岡,59,B1,3.86,17.35,3.96,25.0,22.03,26.58
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ8R,6,4122,6.82,雨,北,2,2,3,安東幸治,38,福岡,57,A2,5.42,35.71,5.01,27.91,24.14,26.14
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ9R,1,4789,6.78,雨,北,2,2,5,古賀智之,31,福岡,51,B1,4.65,19.23,5.0,33.33,24.59,25.29
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ9R,2,4521,6.8,雨,北,2,2,2,小池公生,33,福岡,50,A2,6.18,40.63,5.46,31.25,32.08,38.46
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ9R,3,4148,6.84,雨,北,2,2,6,枝尾　賢,38,福岡,49,A1,7.06,54.26,6.85,59.77,17.54,27.59
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ9R,4,4046,6.81,雨,北,2,2,3,谷村啓司,40,福岡,52,B1,3.43,11.46,4.03,18.46,20.34,38.3
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ9R,5,3297,6.76,雨,北,2,2,4,藤丸光一,53,福岡,49,A2,5.82,42.34,6.22,45.68,38.57,26.14
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ9R,6,4463,6.76,雨,北,2,2,1,三苫晃幸,34,福岡,56,B1,5.2,36.27,4.97,30.53,41.79,44.94
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ10R,1,3566,6.83,曇り ,北,2,2,1,川添英正,50,福岡,51,A2,4.87,28.44,5.61,33.71,33.78,23.08
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ10R,2,4336,6.88,曇り ,北,2,2,3,松田竜馬,36,福岡,54,A2,5.48,38.13,6.0,41.27,27.12,39.29
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ10R,3,4351,6.79,曇り ,北,2,2,5,里岡右貴,34,福岡,53,A1,6.87,55.71,6.42,51.52,48.68,37.5
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ10R,4,4958,6.8,曇り ,北,2,2,2,溝口海義,25,福岡,54,B1,4.88,26.55,4.26,16.0,45.21,32.97
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ10R,5,5028,6.79,曇り ,北,2,2,4,原田才一,23,福岡,52,B1,5.23,36.19,3.67,15.15,40.0,16.85
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ10R,6,4402,6.87,曇り ,北,2,2,6,乙藤智史,35,福岡,53,A2,5.91,38.46,6.16,43.24,37.88,17.98
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ11R,1,4544,6.76,曇り ,北,2,2,2,松田大志,32,福岡,51,A1,7.76,67.39,7.03,57.55,21.05,23.33
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ11R,2,4122,6.78,曇り ,北,2,2,1,安東幸治,38,福岡,57,A2,5.42,35.71,5.01,27.91,24.14,26.14
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ11R,3,4697,6.77,曇り ,北,2,2,4,國弘翔平,34,福岡,48,B1,4.37,25.81,4.15,20.51,41.67,44.83
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ11R,4,4151,6.84,曇り ,北,2,2,5,下河誉史,38,福岡,57,A2,5.37,33.88,4.6,19.12,50.0,29.55
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ11R,5,4474,6.92,曇り ,北,2,2,3,渡辺　崇,33,福岡,55,A2,5.24,34.26,4.88,32.0,37.5,38.3
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ11R,6,3444,6.81,曇り ,北,2,2,6,香月大介,50,福岡,52,B1,4.08,19.77,5.71,37.5,24.59,31.11
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ12R,1,4364,6.84,曇り ,北,2,2,1,池永　太,35,福岡,53,A1,6.76,47.29,7.27,57.73,32.79,39.77
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ12R,2,4288,6.82,曇り ,北,2,2,4,永田啓二,35,福岡,52,A1,6.54,47.33,6.06,45.83,24.62,31.82
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ12R,3,4136,6.85,曇り ,北,2,2,2,江夏　満,40,福岡,53,A1,6.95,48.39,7.51,58.97,33.33,45.05
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ12R,4,4521,6.84,曇り ,北,2,2,6,小池公生,33,福岡,50,A2,6.18,40.63,5.46,31.25,32.08,38.46
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ12R,5,4551,6.82,曇り ,北,2,2,5,三川昂暁,31,福岡,53,A1,5.7,39.05,5.69,36.26,18.33,40.63
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ12R,6,4566,6.81,曇り ,北,2,2,3,塩田北斗,32,福岡,53,A1,7.59,61.18,6.98,53.26,31.51,39.29
2020-09-18若　松オールレディースＪＡＬカップ1R,1,4974,6.79,曇り ,北,2,2,1,安井瑞紀,27,岡山,49,B1,4.23,25.3,3.0,15.0,30.95,42.55
2020-09-18若　松オールレディースＪＡＬカップ1R,2,4738,6.83,曇り ,北,2,2,4,清埜翔子,29,埼玉,50,B1,3.76,19.32,4.8,40.0,34.67,31.82
2020-09-18若　松オールレディースＪＡＬカップ1R,3,4224,6.78,曇り ,北,2,2,2,大橋栄里,38,福岡,49,B1,4.54,22.22,4.0,20.0,36.9,34.62
2020-09-18若　松オールレディースＪＡＬカップ1R,4,3674,6.86,曇り ,北,2,2,5,岸　恵子,47,徳島,48,B1,5.1,37.35,6.18,46.67,42.27,32.61
2020-09-18若　松オールレディースＪＡＬカップ1R,5,4993,6.79,曇り ,北,2,2,6,下野京香,22,東京,46,B1,2.15,5.88,2.18,11.76,33.95,31.71
2020-09-18若　松オールレディースＪＡＬカップ1R,6,3254,6.76,曇り ,北,2,2,3,柳澤千春,53,香川,46,B1,4.04,17.39,3.5,16.67,53.55,38.64
2020-09-18若　松オールレディースＪＡＬカップ2R,1,3486,6.86,晴,北,2,2,2,渋田治代,54,福岡,48,B1,4.43,20.93,5.03,29.41,33.16,36.17
2020-09-18若　松オールレディースＪＡＬカップ2R,2,4530,6.81,晴,北,2,2,5,小野生奈,31,福岡,44,A1,7.23,52.34,6.62,43.33,32.66,40.48
2020-09-18若　松オールレディースＪＡＬカップ2R,3,3357,6.88,晴,北,2,2,4,福島陽子,51,岡山,48,B1,4.37,17.33,3.82,20.59,37.37,39.62
2020-09-18若　松オールレディースＪＡＬカップ2R,4,4764,6.85,晴,北,2,2,3,小池礼乃,30,福岡,47,B2,0.0,0.0,5.43,38.1,29.05,32.0
2020-09-18若　松オールレディースＪＡＬカップ2R,5,4605,6.86,晴,北,2,2,1,森　世里,32,滋賀,54,B2,3.67,20.0,0.0,0.0,31.38,36.0
2020-09-18若　松オールレディースＪＡＬカップ2R,6,5118,6.82,晴,北,2,2,6,野田なづ,20,佐賀,45,B2,1.37,0.0,1.0,0.0,38.92,39.13
2020-09-18若　松オールレディースＪＡＬカップ3R,1,4773,6.8,曇り ,北,2,2,2,中川りな,27,福岡,48,B1,5.54,31.93,5.29,33.33,41.76,27.91
2020-09-18若　松オールレディースＪＡＬカップ3R,3,3551,6.78,曇り ,北,2,2,6,藤田美代,49,福岡,43,B1,4.72,24.59,3.89,16.67,33.85,45.24
2020-09-18若　松オールレディースＪＡＬカップ3R,4,4694,6.81,曇り ,北,2,2,4,高田　綾,35,福岡,44,B1,4.45,15.73,3.87,14.71,31.41,43.18
